0.05,281.5
0.1,157.2
0.15,161.7
0.2,179.9
0.25,179.4
0.3,179.5
0.35,221.9
0.4,207.0
0.45,211.7
0.5,191.6
0.55,207.8
0.6,199.6
0.65,209.0
0.7,188.7
0.75,178.5
0.8,192.9
0.85,193.0
0.9,204.8
0.95,187.9
1.0,172.4
1.05,184.5
1.1,190.9
1.15,184.5
1.2,189.4
1.25,192.0
